"","co_grupo","co_sub_grupo","co_forma_organizacao","co_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_servico_hospitalar","vl_servico_ambulatorial","vl_servico_profissional","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao"
"4726","07","02","09","0702090042","PRÓTESE TRAQUEOESOFÁGICA PARA REABILITAÇÃO DA FONAÇÃO DO PACIENTE LARINGECTOMIZADO..INCLUI MATERIAL.                                                                                                                                                      ","0","I","0001","9999","0000","9999","9999","0000155000","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em cirurgia de otorrinolaringologia                                                             "
"4727","07","02","09","0702090050","IMPLANTE DE TITÂNIO DA PRÓTESE AUDITIVA ANCORADA NO OSSO                                                                                                                                                                                                  ","0","I","0002","9999","0000","9999","9999","0000646875","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em cirurgia de otorrinolaringologia                                                             "
"4728","07","02","09","0702090069","PILAR DA PRÓTESE AUDITIVA ANCORADA NO OSSO                                                                                                                                                                                                                ","0","I","0002","9999","0000","9999","9999","0000439875","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em cirurgia de otorrinolaringologia                                                             "
"4729","07","02","09","0702090085","PRÓTESE AUDITIVA ANCORADA NO OSSO                                                                                                                                                                                                                         ","0","I","0002","9999","0000","9999","9999","0002587500","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em cirurgia de otorrinolaringologia                                                             "
"4730","07","02","09","0702090093","PRÓTESE PARA IMPLANTE COCLEAR MULTICANAL                                                                                                                                                                                                                  ","0","N","0002","9999","0000","9999","9999","0004383015","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em cirurgia de otorrinolaringologia                                                             "
"4731","07","02","10","0702100013","CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE                                                                                                                                                                                                               ","0","N","0001","9999","0000","9999","9999","0000000000","0000048234","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4732","07","02","10","0702100021","CATETER P/ SUBCLAVIA DUPLO LUMEN P/ HEMODIALISE                                                                                                                                                                                                           ","0","N","0003","9999","0000","9999","9999","0000000000","0000006476","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4733","07","02","10","0702100030","CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA P/ DPI/DPAC/DPA                                                                                                                                                                                     ","0","N","0001","9999","0000","9999","9999","0000000000","0000014975","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4734","07","02","10","0702100048","CONJ.TROCA P/DPA (PACIENTE-MES C/ INSTALACAO DOMICILIAR E MANUTENCAO DA MAQUINA CICLADORA)                                                                                                                                                                ","0","I","0001","9999","0000","9999","9999","0000000000","0000298456","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4735","07","02","10","0702100056","CONJUNTO DE TROCA PARA PACIENTE SUBMETIDO A DPA (PACIENTE-15 DIAS COM INSTALAÇÃO DOMICILIAR E MANUTENÇÃO DE MAQUINA CICLADORA)                                                                                                                            ","0","N","0001","9999","0000","9999","9999","0000000000","0000125574","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4736","07","02","10","0702100064","CONJUNTO DE TROCA PARA PACIENTE SUBMETIDO A DPAC (PACIENTE-MÊS) CORRESPONDENTE A 120 UNIDADES                                                                                                                                                             ","0","N","0001","9999","0000","9999","9999","0000000000","0000235417","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4737","07","02","10","0702100072","CONJUNTO DE TROCA P/ TREINAMENTO DE PACIENTE SUBMETIDO A DPA / DPAC (9 DIAS)CORRESPONDENTE A 36 UNIDADES                                                                                                                                                  ","0","N","0001","9999","0000","9999","9999","0000000000","0000060939","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4738","07","02","10","0702100080","CONJUNTOS DE TROCA PARA PACIENTE SUBMETIDO A DPAC (PACIENTE 15 DIAS)                                                                                                                                                                                      ","0","I","0060","9999","0000","9999","9999","0000000000","0000094684","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4739","07","02","10","0702100099","DILATADOR P/ IMPLANTE DE CATETER DUPLO LUMEN                                                                                                                                                                                                              ","0","N","0003","9999","0000","9999","9999","0000000000","0000002159","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4740","07","02","10","0702100102","GUIA METALICO P/ INTRODUCAO DE CATETER DUPLO LUMEN                                                                                                                                                                                                        ","0","N","0003","9999","0000","9999","9999","0000000000","0000001541","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em nefrologia                                                                                   "
"4741","07","02","11","0702110019","PLACA TERMOMOLDAVEL CERVICAL                                                                                                                                                                                                                              ","0","I","0001","9999","0000","9999","9999","0000010000","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em queimados                                                                                    "
"4742","07","02","11","0702110027","PLACA TERMOMOLDAVEL DE MEMBRO INFERIOR                                                                                                                                                                                                                    ","0","I","0001","9999","0000","9999","9999","0000020000","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em queimados                                                                                    "
"4743","07","02","11","0702110035","PLACA TERMOMOLDAVEL DE MEMBRO SUPERIOR                                                                                                                                                                                                                    ","0","I","0001","9999","0000","9999","9999","0000010000","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em queimados                                                                                    "
"4744","07","02","11","0702110043","SUBSTITUTO BIOLÓGICO DE PELE - MATRIZES DE REGENERAÇÃO DÉRMICA (POR CM2)                                                                                                                                                                                  ","0","N","0250","9999","0000","9999","9999","0000004956","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM em queimados                                                                                    "
"4745","07","02","12","0702120014","LIQUIDO DE PRESERVACAO DE CORACAO P/ TRANSPLANTE (LITRO)                                                                                                                                                                                                  ","0","N","0003","9999","0000","9999","9999","0000035000","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM para transplantes                                                                               "
"4746","07","02","12","0702120022","LIQUIDO DE PRESERVACAO DE FIGADO P/ TRANSPLANTE (LITRO)                                                                                                                                                                                                   ","0","N","0004","9999","0000","9999","9999","0000061500","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM para transplantes                                                                               "
"4747","07","02","12","0702120030","LIQUIDO DE PRESERVACAO DE PANCREAS P/ TRANSPLANTE (LITRO)                                                                                                                                                                                                 ","0","N","0003","9999","0000","0000","1571","0000061500","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM para transplantes                                                                               "
"4748","07","02","12","0702120049","LIQUIDO DE PRESERVACAO DE PULMAO P/ TRANSPLANTE (LITRO)                                                                                                                                                                                                   ","0","N","0004","9999","0000","9999","9999","0000035000","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM para transplantes                                                                               "
"4749","07","02","12","0702120057","LIQUIDO DE PRESERVACAO DE RIM P/ TRANSPLANTE (LITRO)                                                                                                                                                                                                      ","0","N","0004","9999","0000","0000","1571","0000035000","0000000000","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM para transplantes                                                                               "
"4750","07","02","12","0702120065","LIQUIDO DE PRESERVACAO PARA TRANSPLANTE DA CORNEA (20 ML)                                                                                                                                                                                                 ","0","N","0002","9999","0000","9999","9999","0000014800","0000014800","0000000000","9999","Órteses, próteses e materiais especiais                                                             ","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ","OPM para transplantes                                                                               "
"4751","08","01","01","0801010012","ADESÃO A ASSISTÊNCIA PRE-NATAL - INCENTIVO PHPN (COMPONENTE I)                                                                                                                                                                                            ","1","F","9999","9999","0000","0120","0599","0000000000","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao estabelecimento                                                               ","Incentivos                                                                                          "
"4752","08","01","01","0801010020","CONCLUSÃO DA ASSISTÊNCIA PRE-NATAL (INCENTIVO)                                                                                                                                                                                                            ","1","F","9999","9999","0000","0120","0599","0000000000","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao estabelecimento                                                               ","Incentivos                                                                                          "
"4753","08","01","01","0801010039","INCENTIVO AO PARTO - PHPN (COMPONENTE I)                                                                                                                                                                                                                  ","0","F","0001","9999","0000","0108","0731","0000004000","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao estabelecimento                                                               ","Incentivos                                                                                          "
"4754","08","01","01","0801010047","INCENTIVO AO REGISTRO CIVIL DE NASCIMENTO                                                                                                                                                                                                                 ","0","I","0001","9999","0000","9999","9999","0000000500","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao estabelecimento                                                               ","Incentivos                                                                                          "
"4755","08","02","01","0802010016","DIARIA DE ACOMPANHANTE ADULTO (COM PERNOITE)                                                                                                                                                                                                              ","0","I","9999","9999","0000","0216","0719","0000000800","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4756","08","02","01","0802010024","DIARIA DE ACOMPANHANTE CRIANCA/ADOLESCENTE C/PERNOITE                                                                                                                                                                                                     ","0","I","9999","9999","0000","0000","0227","0000000800","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4757","08","02","01","0802010032","DIARIA DE ACOMPANHANTE DE GESTANTE C/ PERNOITE                                                                                                                                                                                                            ","0","F","9999","9999","0000","0108","0731","0000000800","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4758","08","02","01","0802010040","DIARIA DE ACOMPANHANTE DE IDOSOS C/ PERNOITE                                                                                                                                                                                                              ","0","I","9999","9999","0000","0720","1571","0000000800","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4759","08","02","01","0802010059","DIARIA DE ACOMPANHANTE DE IDOSOS S/ PERNOITE                                                                                                                                                                                                              ","0","I","9999","9999","0000","0720","1571","0000000400","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4760","08","02","01","0802010067","DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS EM NEONATOLOGIA                                                                                                                                                                                              ","0","I","9999","9999","0000","0000","0011","0000005742","0000000000","0000007978","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4761","08","02","01","0802010075","DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI III)                                                                                                                                                                                             ","0","I","9999","9999","0000","0000","0239","0000059500","0000000000","0000010500","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4762","08","02","01","0802010083","DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI II)                                                                                                                                                                                                    ","0","I","9999","9999","0000","0144","1571","0000051000","0000000000","0000009000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4763","08","02","01","0802010091","DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI III)                                                                                                                                                                                                   ","0","I","9999","9999","0000","0144","1571","0000059500","0000000000","0000010500","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4764","08","02","01","0802010105","DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE ADULTO (UTI I)                                                                                                                                                                                                  ","0","I","9999","9999","0000","0144","1571","0000011910","0000000000","0000001990","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4765","08","02","01","0802010113","DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE QUEIMADOS                                                                                                                                                                                                       ","0","I","9999","9999","0000","0000","1571","0000059500","0000000000","0000010500","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4766","08","02","01","0802010121","DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL - UTIN (TIPO II)                                                                                                                                                                                          ","0","I","9999","9999","0000","0000","0006","0000051000","0000000000","0000009000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4767","08","02","01","0802010130","DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL - UTIN (TIPO III)                                                                                                                                                                                         ","0","I","9999","9999","0000","0000","0006","0000059500","0000000000","0000010500","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4768","08","02","01","0802010148","DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI I)                                                                                                                                                                                               ","0","I","9999","9999","0000","0000","0239","0000011910","0000000000","0000001990","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4769","08","02","01","0802010156","DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI II)                                                                                                                                                                                              ","0","I","9999","9999","0000","0000","0239","0000051000","0000000000","0000009000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4770","08","02","01","0802010164","DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL (UTI I)                                                                                                                                                                                                   ","0","I","9999","9999","0000","0000","0011","0000011910","0000000000","0000001990","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4771","08","02","01","0802010199","DIÁRIA DE PERMANÊNCIA A MAIOR                                                                                                                                                                                                                             ","0","N","0099","9999","0000","9999","9999","0000001619","0000000000","0000000387","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4772","08","02","01","0802010210","DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA-UCO TIPO II                                                                                                                                                                                            ","0","I","9999","9999","0000","0216","1571","0000068000","0000000000","0000012000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4773","08","02","01","0802010229","DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA- UCO TIPO III                                                                                                                                                                                          ","0","I","9999","9999","0000","0216","1571","0000068000","0000000000","0000012000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4774","08","02","01","0802010237","DIÁRIA DE UNIDADE DE CUIDADOS INTERMEDIÁRIOS NEONATAL CONVENCIONAL (UCINCO)                                                                                                                                                                               ","0","I","9999","9999","0000","0000","0006","0000007560","0000000000","0000010440","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4775","08","02","01","0802010245","DIÁRIA DE UNIDADE DE CUIDADOS INTERMEDIÁRIOS NEONATAL CANGURU (UCINCA)                                                                                                                                                                                    ","0","I","9999","9999","0000","0000","0006","0000006300","0000000000","0000008700","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4776","08","02","01","0802010253","DIARIA DE SAÚDE MENTAL COM PERMANENCIA DE ATÉ SETE DIAS                                                                                                                                                                                                   ","0","I","0007","9999","0000","0048","1571","0000000000","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4777","08","02","01","0802010261","DIÁRIA DE SAUDE MENTAL COM PERMANENCIA ENTRE 08 A 15 DIAS                                                                                                                                                                                                 ","0","I","0015","9999","0000","0048","1571","0000000000","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4778","08","02","01","0802010270","DIÁRIA DE SAUDE MENTAL COM PERMENENCIA SUPERIOR A 15 DIAS                                                                                                                                                                                                 ","0","I","0030","9999","0000","0048","1571","0000000000","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4779","08","02","01","0802010326","DIÁRIA DE LEITO DE SUPORTE VENTILATÓRIO PULMONAR PEDIÁTRICO                                                                                                                                                                                               ","0","I","9999","9999","0000","0000","0239","0000000000","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Diárias                                                                                             "
"4780","08","02","02","0802020011","MONITORAMENTO DE CIRCULAÇÃO EXTRACORPÓREA                                                                                                                                                                                                                 ","0","N","9999","9999","0000","9999","9999","0000000000","0000000000","0000006000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Outras ações                                                                                        "
"4781","08","02","02","0802020020","NOTIFICAÇÃO DE CAUSAS EXTERNAS E AGRAVOS RELACIONADOS AO TRABALHO                                                                                                                                                                                         ","0","N","0001","9999","0000","9999","9999","0000000238","0000000000","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Ações relacionadas ao atendimento                                                                   ","Outras ações                                                                                        "
"4782","08","03","01","0803010010","AJUDA DE CUSTO P/ ALIMENTAÇÃO/PERNOITE DE PACIENTE                                                                                                                                                                                                        ","0","I","9999","9999","0000","0000","1571","0000000000","0000002475","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4783","08","03","01","0803010028","AJUDA DE CUSTO PARA ALIMENTAÇÃO DE PACIENTE SEM PERNOITE                                                                                                                                                                                                  ","0","I","9999","9999","0000","0000","1571","0000000000","0000000840","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4784","08","03","01","0803010036","AJUDA DE CUSTO PARA ALIMENTAÇÃO PERNOITE DE PACIENTE - (PARA TRATAMENTO CNRAC)                                                                                                                                                                            ","0","I","9999","9999","0000","0000","1571","0000000000","0000002475","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4785","08","03","01","0803010044","AJUDA DE CUSTO PARA ALIMENTAÇÃO/PERNOITE DE ACOMPANHANTE                                                                                                                                                                                                  ","0","I","9999","9999","0000","0216","0971","0000000000","0000002475","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4786","08","03","01","0803010052","AJUDA DE CUSTO PARA ALIMENTAÇÃO DE ACOMPANHANTE S/PERNOITE                                                                                                                                                                                                ","0","I","9999","9999","0000","0216","0971","0000000000","0000000840","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4787","08","03","01","0803010060","AJUDA DE CUSTO P / ALIMENTAÇÃO/PERNOITE DE ACOMPANHANTE - (P/TRATAMENTO CNRAC)                                                                                                                                                                            ","0","N","9999","9999","0000","0216","0971","0000000000","0000002475","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4788","08","03","01","0803010079","UNIDADE DE REMUNERAÇÃO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE AÉREO (CADA 200 MILHAS)                                                                                                                                                           ","0","I","9999","9999","0000","0216","0971","0000000000","0000018150","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4789","08","03","01","0803010087","UNIDADE DE REMUNERAÇÃO PARA DESLOCAMENTO DE PACIENTE POR TRANSPORTE AÉREO (CADA 200 MILHAS)                                                                                                                                                               ","0","I","9999","9999","0000","0000","1571","0000000000","0000018150","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
"4790","08","03","01","0803010095","UNIDADE DE REMUNERAÇÃO PARA DESLOCAMENTO DE ACOMPANHANTE POR TRANSPORTE FLUVIAL (CADA 27 MILHAS NAÚTICAS)                                                                                                                                                 ","0","I","9999","9999","0000","0216","0971","0000000000","0000000370","0000000000","9999","Ações complementares da atenção à saúde                                                             ","Autorização / regulação                                                                             ","Deslocamento/Ajuda de custo                                                                         "
